ctry_year,CAgdp,STDebt/Res,FXimp,CPI,Taxgdp,InterestRev,RGDPyy,GDPppp,GDPpc,FX,FXchg,CG_DEBT_GDP,default_amount,default,fx_grade,lc_grade,tc_rating,country,year,default_lag1,cluster,fx_numeric,rating_binary,pca1,pca2
CMR_2021,-2.609483333333334,10.482618126666667,4.541004666666667,2.333472066666667,11.8957375,3.84410125,3.9057613333333334,69369613333.33333,1447.9353333333336,520.9799333333333,0.009276969487252295,41.313095178435,1079.26,1.0,B-,B-,BBB-*,CMR,2021,1.0,1,16.0,1,-0.9674437527817409,-1.016609977229296
COD_2013,-9.51294,26.3225,1.22602,0.808223,9.04356,1.23607,8.48196,53995300000.0,431.192,919.566,-0.0002054895053573702,48.788575368837556,186.98,1.0,B-,B-,B,COD,2013,0.0,0,16.0,1,-0.08442525742026527,-1.0505287528177163
COD_2014,-4.79716,11.7427,1.13229,1.24304,8.63672,1.26219,9.47029,63083000000.0,458.005,925.226,0.006155077503952944,51.00657164756608,161.11,1.0,B-,B-,B,COD,2014,1.0,1,16.0,1,-0.9259180165987237,-1.7162401848338316
COD_2015,-3.9131,13.5698,1.04303,0.744199,9.10271,0.961714,6.91617,69621100000.0,467.915,925.985,0.0008203401114970088,54.62934313633909,154.56,1.0,B-,B-,B,COD,2015,1.0,1,16.0,1,-0.8595922400043418,-1.361389864650079
COD_2016,-4.05054,30.3457,0.571545,2.88585,7.95235,0.77273,2.3994,76732400000.0,442.31,1010.3,0.09105439072987132,56.68592985948937,216.57,1.0,B-,B-,B-,COD,2016,1.0,1,16.0,1,-1.2405659645560094,-0.7190603804652558
COD_2017,-3.26525,26.4185,0.589501,1.420328,6.59071,1.34251,3.72695,87367100000.0,436.585,1464.42,0.44949025042066726,56.33399720731335,744.19,1.0,CCC+,CCC+,CCC+,COD,2017,1.0,1,17.0,1,-2.213778775260988,-0.48137790964794525
COD_2018,-3.51563,31.4125,0.408229,1.420328,7.29515,0.977224,5.82112,96286300000.0,528.256,1622.52,0.1079608309091653,55.447899842301524,838.75,1.0,CCC+,CCC+,CCC+,COD,2018,1.0,1,17.0,1,-1.3382417538696776,-0.9825222100448854
COD_2019,-3.27031,31.9798,0.778787,1.420328,6.37729,0.776762,4.38453,108499000000.0,557.044,1647.76,0.015556048615733564,56.3950898030401,1461.91,1.0,CCC+,CCC+,CCC+,COD,2019,1.0,1,17.0,1,-1.1245692647371264,-1.0033797340759707
COD_2020,-4.617847142857143,24.541642857142858,0.8213431428571428,1.420328,7.856927142857144,1.0470285714285714,5.885774285714286,79369171428.57143,474.47242857142857,1216.5395714285714,0.09583306411221858,67.9525339112443,1401.41,1.0,CCC+,CCC+,CCC+,COD,2020,1.0,1,17.0,1,-1.455258422922684,-0.7464277353312976
COD_2021,-4.617847142857143,24.541642857142858,0.8213431428571428,1.420328,7.856927142857144,1.0470285714285714,5.885774285714286,79369171428.57143,474.47242857142857,1216.5395714285714,0.09583306411221858,67.04146260857209,1928.25,1.0,CCC+,CCC+,CCC+,COD,2021,1.0,1,17.0,1,-1.4792711956223896,-0.7248494930118733
COG_2013,10.7856,4.39061,8.16566,4.63162,8.62436,0.573316,-0.712434,28335700000.0,3697.42,493.9,-0.03262325778171249,33.936933094217,265.35,1.0,B+,B+,BBB-*,COG,2013,0.0,0,14.0,1,1.075321455809241,-1.5410202533758675
COG_2014,3.79355,4.27884,6.61866,0.91214,9.58092,0.529693,6.64607,28527600000.0,3601.24,493.757,-0.00028953229398653857,42.322970444285,260.78,1.0,B+,B+,BBB-*,COG,2014,1.0,1,14.0,1,-0.32862176333798504,-2.05235654488481
COG_2015,-37.2388,20.2118,2.76745,3.1691,12.1951,1.87441,0.415193,24035800000.0,2439.35,591.212,0.19737441697029112,74.184097099623,252.06,1.0,B,B,BBB-*,COG,2015,1.0,1,15.0,1,-2.8944075035439805,0.7920621788325889
COG_2016,-32.8964,26.3859,1.11391,3.19056,13.0895,2.57936,-8.68524,20974000000.0,2093.11,592.606,0.0023578682435403397,84.635286990504,688.37,1.0,B-,B-,BBB-*,COG,2016,1.0,1,16.0,1,-2.1998351865227077,1.7160380475656019
COG_2017,-8.77535,72.9019,4.102578,0.450064,10.1353,8.19815,-5.59477,23783300000.0,2211.63,580.657,-0.020163481301235464,88.478872624528,747.28,1.0,CCC+,B-,BBB-*,COG,2017,1.0,1,17.0,1,-1.6006788560122585,1.1354076383442044
COG_2018,-8.77535,65.0398,4.102578,1.15278,6.82845,8.79815,-2.30432,30668100000.0,2694.43,555.446,-0.043418059198459646,71.223091997963,588.81,1.0,B-,B-,BBB-*,COG,2018,1.0,1,16.0,1,-1.6151639951534835,0.2792266401140777
COG_2019,11.6793,23.649,1.84721,2.20607,7.10155,12.1382,1.12447,32125100000.0,2488.42,585.911,0.054847815989312876,77.60470016275,1819,1.0,B-,B-,BBB-*,COG,2019,1.0,1,16.0,1,-1.1083444591046607,-0.3879281931488988
COG_2020,-8.77535,30.979692857142854,4.102578,2.2446191428571427,9.65074,4.955896999999999,-1.301575857142857,26921371428.57143,2746.5142857142855,556.2127142857142,0.022583681518250028,102.5136452294,2472.66,1.0,CCC+,CCC+,BBB-*,COG,2020,1.0,1,17.0,1,-1.7084289341574261,0.6174857041217415
COG_2021,-8.77535,30.979692857142854,4.102578,2.2446191428571427,9.65074,4.955896999999999,-1.301575857142857,26921371428.57143,2746.5142857142855,556.2127142857142,0.022583681518250028,97.76442130798,2043,1.0,CCC+,CCC+,BBB-*,COG,2021,1.0,1,17.0,1,-1.7095525895098878,0.5799694110951494
COK_2005,-0.4347337311403914,47.335197216533466,4.130723388541667,5.361169380389611,18.172841426204883,9.67876861098078,5.020830133333333,593180156990.2913,17249.862142857142,436.7980633980583,-0.010510856940339338,44.021083488918094,0,0.0,BB-,BB-,AA+*,COK,2005,0.0,0,13.0,1,0.6809605321681984,-0.28975827583013425
COK_2006,0.02859451676954726,41.63701628477905,4.473931800990099,5.361124144588744,18.636269454980503,9.431637803852064,5.913765,625761253611.1111,18211.295336363637,410.6576474444445,-0.0017593416677950822,40.104962348954885,0,0.0,BB-,BB-,AA+*,COK,2006,0.0,0,13.0,1,0.7238419021044133,-0.42682390647273477
COK_2007,-1.3974596836836835,42.2719449,4.578204009326924,5.453012188976926,18.42626505573556,8.586666344771723,5.784099763157894,659418769464.2858,20591.05645614035,422.4163114732143,-0.0534908076442419,37.425072678262126,0,0.0,BB,BB,AA+*,COK,2007,0.0,0,12.0,1,0.8597832690072819,-0.469512519018681
COK_2008,-2.897392885973409,40.729753527272734,3.9875037736363637,9.88570837549407,17.880117544833485,8.258650358263305,3.4176807883333336,665040832796.6102,21910.652341666668,414.3958310338983,-0.0041055711317452715,38.0050913350363,0,0.0,BB,BB,AA+*,COK,2008,0.0,0,12.0,1,0.5601506175829559,-0.19136462612141367
COK_2009,-1.0829417448210923,33.72739776181818,5.995992774774774,3.8019567981262066,16.699570780127605,9.163483568067225,-1.3655052099173555,665820148151.2605,19306.892223140498,442.59633484873945,0.07692551023048559,42.21043464929234,0,0.0,BB,BB,AAA*,COK,2009,0.0,0,12.0,1,0.478568941235925,0.26744266487236645
COK_2010,-0.8471492056932968,33.39050505172413,5.596338244360902,4.140552924369747,16.473962535616025,8.799261065024941,3.9854547604838717,696741936721.3115,20106.753209677423,433.611222737705,0.006803947535302816,43.6412071454454,0,0.0,BB-,BB-,AAA*,COK,2010,0.0,0,13.0,1,0.5990189424057613,-0.278388912224508
COK_2011,-1.3735718629032259,35.303329616666666,5.303446450000001,5.848977901639344,16.756526669114375,8.576916961722295,3.4168079192913385,725819623600.0,21886.273377952755,434.0370969439999,-0.019939001901454558,44.94051543098779,0,0.0,B+,B+,AAA*,COK,2011,0.0,0,14.0,1,0.6167586588366303,-0.15486098384192007
COK_2012,-1.4733091556451614,41.1588858,5.131026737068966,4.703613159836065,16.77763492612372,8.648076384619493,3.442852714015748,765447111920.0,21635.631078740156,447.831831472,0.05136270094020649,46.701073532276645,0,0.0,B+,B+,AAA*,COK,2012,0.0,0,14.0,1,0.39075814976854445,0.06846847619468778
COK_2013,-1.4330644015873015,43.78218693548387,5.016063116949153,3.554144376612904,16.710827029051988,8.627435947968547,2.9230942573643404,792131444251.9685,22056.955193798447,462.4200767165355,0.01012016270553516,48.788575368837556,0,0.0,B+,B+,AAA*,COK,2013,0.0,0,14.0,1,0.49880997868830274,0.17561629575287713
COK_2014,-1.4251587578125,45.14892904761904,4.890181798319328,3.4165521159999996,16.77721287121212,8.516764941532466,3.1389089225954194,811433850271.3179,22131.240992366413,475.86019439534886,0.039903593962246374,51.00657164756608,0,0.0,B+,B+,AAA*,COK,2014,0.0,0,14.0,1,0.38401574046710074,0.2825195797677189
COK_2015,-2.168265769230769,44.76772015384615,5.324407860330579,3.79928587007874,16.569269151190475,8.811411000165817,3.1762094285714286,822623365351.145,19645.12906015037,524.7811301755726,0.13455719553710963,54.62934313633909,0,0.0,B+,B+,AAA*,COK,2015,0.0,0,14.0,1,-0.0323397662269291,0.442726297686579
COK_2016,-1.7540366034775234,42.258058030303026,5.790322821857923,5.541235716406249,16.649725761517832,9.006543327457763,2.9493104888059696,850791988560.6061,19503.01708208955,536.6427006742424,0.06157233564805673,56.68592985948937,0,0.0,B+,B+,AAA*,COK,2016,0.0,0,14.0,1,0.08765851779129932,0.3711092675078441
COK_2017,-0.9408836579966329,40.178688880597015,5.613808390243903,4.47018867109375,16.58983464942344,8.84019488691499,3.623032096296296,891504989699.2482,20452.511155555556,541.5680615488722,0.011745940967320661,56.33399720731335,0,0.0,B+,B+,AAA*,COK,2017,0.0,0,14.0,1,0.28498314489838805,0.26487036121156743
COK_2018,-0.9980359996079945,40.661991691176475,5.197713652977668,3.98613274478235,16.592979145413654,9.036400246098598,3.3953101323529418,944821111194.0299,21586.37542647059,610.281029836969,0.014712622447300216,55.447899842301524,0,0.0,B+,B+,AAA*,COK,2018,0.0,0,14.0,1,0.28287732365638796,0.3619801457829511
COK_2019,-0.615963901103457,38.94120595454545,5.361893727097902,3.42497762443787,16.601402536323096,9.16550372832631,2.667460781021898,994299320074.0741,21121.817043795618,633.296993082621,0.05054358525216774,56.3950898030401,0,0.0,B+,B+,AAA*,COK,2019,0.0,0,14.0,1,0.18438433750280486,0.5009021068019901
COK_2020,-1.8716938678213553,39.37351539232988,5.284119074171532,4.934241979827319,16.772312493282236,8.793930731929594,3.5373818379348423,741872224508.8369,16430.33641035769,553.0558686297617,0.03119668208138187,67.9525339112443,0,0.0,B+,B+,AAA*,COK,2020,0.0,0,14.0,1,-0.047665883090769655,0.583039180731169
COK_2021,-1.8716938678213553,39.37351539232988,5.284119074171532,4.934241979827319,16.772312493282236,8.793930731929594,3.5373818379348423,741872224508.8369,16430.33641035769,553.0558686297617,0.03119668208138187,67.04146260857209,0,0.0,B+,B+,AAA*,COK,2021,0.0,0,14.0,1,-0.0716786557904753,0.6046174230505932
COL_2005,-1.33773,37.6934,5.66029,5.05102,14.159766666666668,10.958696666666668,4.82876,355246000000.0,3456.07,2321.13,-0.11689374022683252,32.705396908439,0,0.0,BB,BBB,BBB-,COL,2005,0.0,0,12.0,1,0.5664056570545868,-1.0871676355127897
COL_2006,-1.84867,30.851,4.86473,4.29342,14.159766666666668,10.958696666666668,6.71687,390798000000.0,3789.85,2358.59,0.01613869106857435,31.026187796061,0,0.0,BB,BBB,BBB-,COL,2006,0.0,0,12.0,1,0.20715309291322012,-1.078880745434228
COL_2007,-2.98193,24.6315,5.20777,5.54438,14.159766666666668,10.958696666666668,6.73819,428432000000.0,4769.93,2077.81,-0.11904570103324452,27.219757325614,0,0.0,BB+,BBB+,BBB,COL,2007,0.0,0,11.0,1,0.5127143514375657,-1.3201645008808784
COL_2008,-2.67924,23.7971,4.91891,6.99688,13.0315,13.9029,3.28345,451025000000.0,5541.84,1965.14,-0.05422536228047792,26.132824004263,0,0.0,BB+,BBB+,BBB,COL,2008,0.0,0,11.0,1,0.18182034112027867,-0.9006571407480959
COL_2009,-1.90693,16.0589,5.98237,4.20252,12.6752,14.8552,1.13965,458979000000.0,5250.97,2157.6,0.0979370426534496,28.880840882169,0,0.0,BB+,BBB+,BBB,COL,2009,0.0,0,11.0,1,-0.17117814927725286,-0.5241332164031941
COL_2010,-2.99583,28.1814,5.43925,2.272,12.1422,12.5746,4.49466,485437000000.0,6398.3,1899.0,-0.11985539488320351,29.518779588846,0,0.0,BB+,BBB+,BBB,COL,2010,0.0,0,11.0,1,0.41678143871771794,-0.9815160655381341
COL_2011,-2.90611,33.2212,4.63778,3.41503,14.5759,10.8801,6.94789,529875000000.0,7400.99,1848.02,-0.026845708267509205,29.089091761346,0,0.0,BBB-,BBB+,BBB+,COL,2011,0.0,0,10.0,0,0.24671795165242155,-0.87592764908761
COL_2012,-3.14008,27.9314,4.96194,3.1693,13.227,9.50068,3.91264,552845000000.0,8108.6,1798.01,-0.027061395439443303,27.328371774288,0,0.0,BBB-,BBB+,BBB+,COL,2012,0.0,0,10.0,0,0.30614081139917654,-0.7640598524313388
COL_2013,-3.23615,25.2342,5.77599,2.01699,14.0221,8.34164,5.13399,589812000000.0,8279.1,1868.9,0.03942692198597353,29.569353667828,0,0.0,BBB,BBB+,A-,COL,2013,0.0,0,9.0,0,0.18592791274045992,-0.7475964297986039
COL_2014,-5.19843,26.1086,5.95801,2.89884,15.6997,8.27732,4.49903,621898000000.0,8187.21,2001.11,0.07074214778746857,32.885041333066,0,0.0,BBB,BBB+,A-,COL,2014,0.0,0,9.0,0,-0.0007788748105583499,-0.414333968050216
COL_2015,-6.3723,25.8203,7.29305,4.98983,15.7973,8.86642,2.9559,626206000000.0,6248.51,2741.78,0.37012957808416336,37.299308576271,0,0.0,BBB,BBB+,A-,COL,2015,0.0,1,9.0,0,-1.016143501453399,0.13526945835997253
COL_2016,-4.45195,24.4298,8.32883,7.51346,14.3852,11.2734,2.08738,665398000000.0,5959.84,3055.26,0.11433448343776664,37.375818077735,0,0.0,BBB,BBB+,A-,COL,2016,0.0,0,9.0,0,-0.5014119050208435,-0.24062586757015716
COL_2017,-3.18224,27.6436,7.88739,4.31431,14.8508,11.1983,1.35936,693117000000.0,6479.53,2951.49,-0.0339643761905698,38.292191768003,2796.31,1.0,BBB-,BBB,BBB+,COL,2017,0.0,0,10.0,0,0.03448193389486157,-0.20328080445092675
COL_2018,-4.20138,31.1511,7.01654,3.24057,14.6098,10.9583,2.56432,747104000000.0,6816.97,2955.7,0.001426398192099665,41.362182829933,0,0.0,BBB-,BBB,BBB+,COL,2018,1.0,1,10.0,0,-1.1297175508576174,-0.4915436351918431
COL_2019,-4.58428,29.6954,7.68978,3.52302,14.9005,10.8755,3.18686,807591000000.0,6472.55,3281.62,0.11026829515850722,40.678641759645,0,0.0,BBB-,BBB,BBB+,COL,2019,0.0,0,10.0,0,-0.4678670401820647,-0.027003628707654798
COL_2020,-3.4015500000000003,27.496593333333333,6.1081753333333335,4.229438,14.159766666666668,10.958696666666668,3.98993,560250866666.6666,6210.684,2352.0773333333336,0.02150079200311481,52.377017238555,0,0.0,BBB-,BBB,BBB+,COL,2020,0.0,0,10.0,0,-0.32859830883191343,-0.019711734629962008
COL_2021,-3.4015500000000003,27.496593333333333,6.1081753333333335,4.229438,14.159766666666668,10.958696666666668,3.98993,560250866666.6666,6210.684,2352.0773333333336,0.02150079200311481,50.948219764022,0,0.0,BB+,BBB-,BBB,COL,2021,0.0,0,11.0,1,-0.34952358182054,-0.006104719773755928
CPV_2008,-10.4743,0.398803,3.448,6.77444,19.4194,4.96212,7.03901,3013570000.0,3908.65,75.336,-0.0654840910500527,57.493319865681,3.88,1.0,B+,B+,BB,CPV,2008,0.0,0,14.0,1,0.2858460406250193,-0.5275984509918566
CPV_2009,-13.2226,0.366697,4.19143,0.991103,16.8836,5.16109,-1.50359,2986570000.0,3659.72,80.0354,0.06237920781565243,58.78834666045,3.9,1.0,B+,B+,BB,CPV,2009,1.0,1,14.0,1,-1.0510558041666513,0.03531968796673671
CPV_2010,-12.2082,0.0,3.80133,2.07866,16.8224,5.80186,1.83642,3078370000.0,3579.46,83.2787,0.04052331843159407,73.515233698919,8.44,1.0,B+,B+,BB,CPV,2010,1.0,1,14.0,1,-1.1610767181444395,-0.0530753702676896
CPV_2011,-14.8786,0.0,2.78275,4.47388,17.9871,6.37092,3.92472,3265190000.0,4002.01,79.2769,-0.04805310361472981,71.559556766847,0,0.0,B+,B+,BB,CPV,2011,1.0,1,14.0,1,-1.1252689069252388,-0.16853008395035135
CPV_2012,-12.7312,95.4724,3.50891,2.5404,16.2811,8.363,1.08365,3234560000.0,3736.82,86.319,0.08882915452042162,82.937291625546,0,0.0,B+,B+,BB,CPV,2012,0.0,0,14.0,1,-0.8712245606831541,1.5043070101190936
CPV_2013,-5.29146,100.032,4.61046,1.50654,16.2704,9.31759,0.632137,3261480000.0,3960.98,83.0725,-0.037610491317091266,93.475985716761,0,0.0,B,B,BB-,CPV,2013,0.0,0,15.0,1,-0.3270377182205868,1.4376042217243081
CPV_2014,-8.27455,59.0554,4.57073,-0.238778,15.5326,10.3766,0.696667,3287510000.0,3985.61,83.0345,-0.0004574317614133294,105.58930270188,0,0.0,B,B,BB-,CPV,2014,0.0,0,15.0,1,-0.5422500072492844,1.4542307129398775
CPV_2015,-2.89128,58.7872,6.07268,0.131188,17.1356,10.2042,0.936027,3470690000.0,3415.06,99.3857,0.19692055711782452,115.57081271263,0,0.0,B,B,BB-,CPV,2015,0.0,0,15.0,1,-0.8962373963842485,1.7555734202905109
CPV_2016,-3.46716,49.8112,6.33871,-1.40782,16.7253,10.3559,4.28071,3767660000.0,3608.97,99.6881,0.0030426912523633387,115.4032187573,1.54,1.0,B,B,BB-,CPV,2016,0.0,0,15.0,1,-0.4136803983112065,1.1644545983441295
CPV_2017,-6.99312,52.585,5.83165,0.784415,17.8036,9.61066,4.55131,4070200000.0,3893.1,97.8069,-0.018870858206746943,112.75868483805,0,0.0,B,B,BB-,CPV,2017,1.0,1,15.0,1,-1.5236280205001353,0.8717518695476293
CPV_2018,-4.4017,53.3016,5.15277,1.257,18.9316,9.46876,3.70696,4064410000.0,4294.97,93.4136,-0.04491809882533848,112.0014379535,118.51,1.0,B,B,BB-,CPV,2018,0.0,0,15.0,1,-0.31867290956184036,1.3861373302040982
CPV_2019,-0.968699,44.101,6.49615,1.10667,18.224,9.15316,6.94783,4444820000.0,4380.78,98.4952,0.05439893120487804,109.41947789193,115.06,1.0,B,B,BB-,CPV,2019,1.0,1,15.0,1,-1.4625837139283766,0.52709443364677
CPV_2020,-7.983572416666667,42.825941666666665,4.7337975000000005,1.6664748333333337,17.334725,8.262155,2.8443209166666663,3495419166.6666665,3868.8441666666663,88.26187499999999,0.019224982130613456,143.7826592187,169.77,1.0,B,B,BB-,CPV,2020,1.0,1,15.0,1,-1.8654725193356299,1.5768894513526066
CPV_2021,-7.983572416666667,42.825941666666665,4.7337975000000005,1.6664748333333337,17.334725,8.262155,2.8443209166666663,3495419166.6666665,3868.8441666666663,88.26187499999999,0.019224982130613456,149.06310961264,155.24,1.0,B-,B-,B+,CPV,2021,1.0,1,16.0,1,-1.9264089062708738,1.6937961326608508
CRI_2005,-4.29151,90.6262,2.72205,13.7983,13.6354,18.0252,3.97667,42181700000.0,4703.01,477.787,0.0909998059072692,37.320805297079,0,0.0,BB,BB+,BBB-,CRI,2005,0.0,0,12.0,1,-0.8508028662159572,0.027607744355752944
CRI_2006,-4.13248,75.567,3.21843,11.4706,13.8417,15.9317,7.3267,46668400000.0,5256.6,511.302,0.07014632043148938,33.036832118719,2.02,1.0,BB,BB+,BBB-,CRI,2006,0.0,0,12.0,1,-0.6055928452382207,-0.5010743568324902
CRI_2007,-5.57495,78.5766,3.66028,9.35724,14.8565,12.5541,8.21513,51870500000.0,6137.71,516.617,0.010395030725481202,26.975257174952,0.1,1.0,BB,BB+,BBB-,CRI,2007,1.0,1,12.0,1,-1.2675325807208304,-1.0616969249154375
CRI_2008,-8.37793,104.95,2.93014,13.4245,15.2325,8.63705,4.73817,55374900000.0,6937.24,526.236,0.01861920920140081,24.007129124612,0.31,1.0,BB,BB+,BBB-,CRI,2008,1.0,1,12.0,1,-1.3860614374944427,-0.5686393254696014
CRI_2009,-1.82328,55.1727,4.07544,7.8427,13.1831,8.79655,-0.873456,55229800000.0,6832.7,573.288,0.08941235491300481,25.994862198118,0.31,1.0,BB,BB+,BBB-,CRI,2009,1.0,1,12.0,1,-1.0242608105810194,-0.5555631411430866
CRI_2010,-3.22336,52.5359,3.85936,5.66276,12.9525,9.03663,5.36034,58897500000.0,8265.79,525.829,-0.0827838712828457,28.084486668097,0.34,1.0,BB,BB+,BBB-,CRI,2010,1.0,1,12.0,1,-0.6532198878304208,-1.224851460163085
CRI_2011,-5.29682,59.0885,3.35871,4.878,13.209,9.04442,4.40316,62759500000.0,9276.39,505.664,-0.03834896896139228,29.503636177305,0.34,1.0,BB,BB+,BBB-,CRI,2011,1.0,1,12.0,1,-0.8578692682398408,-0.8547632396347314
CRI_2012,-5.10482,42.3456,4.50751,4.49545,13.1053,8.59105,4.88259,67457900000.0,10127.0,502.901,-0.005464102645234781,33.753067563361,0.34,1.0,BB,BB,BBB-,CRI,2012,1.0,1,12.0,1,-0.904459530295508,-0.9611750190608634
CRI_2013,-4.77171,32.8874,4.65836,5.23134,13.4168,10.5692,2.49477,71836700000.0,10803.2,499.767,-0.006231842847797098,35.09092803536,0.34,1.0,BB,BB,BBB-,CRI,2013,1.0,1,12.0,1,-0.9541615589775891,-0.6928740110621733
CRI_2014,-4.716,32.542,4.36844,4.5192,13.0456,10.8192,3.54211,78151200000.0,10911.5,538.317,0.07713594535053336,37.48029923413,0.32,1.0,BB,BB,BBB-,CRI,2014,1.0,1,12.0,1,-1.2253138228588658,-0.6129150508306421
CRI_2015,-3.40396,33.2404,4.73758,0.801982,13.254,11.0394,3.65208,84436800000.0,11714.7,534.566,-0.006968013270990836,39.774848663983,0,0.0,BB,BB,BBB-,CRI,2015,1.0,1,12.0,1,-0.8734092689095704,-0.6143130762882358
CRI_2016,-2.13652,33.7324,4.37436,-0.0174789,13.5109,11.0263,4.20432,93454900000.0,12091.0,544.739,0.01903039100878101,43.781360120037,0,0.0,BB-,BB-,BB+,CRI,2016,0.0,0,13.0,1,0.09448891060476886,-0.11949827992733461
CRI_2017,-3.61677,35.5032,3.80307,1.62591,13.2441,11.0173,4.1577,100717000000.0,12317.1,567.513,0.04180717738219597,46.781761546529,0,0.0,BB-,BB-,BB+,CRI,2017,0.0,0,13.0,1,-0.13050188152392353,0.030873792113781287
CRI_2018,-2.99153,44.9218,3.68116,2.22111,13.1821,13.4678,2.6159,106583000000.0,12590.2,576.973,0.016669221674217027,51.584301135032,0,0.0,B+,B+,BB,CRI,2018,0.0,0,14.0,1,-0.22913090445055553,0.38516852847750943
CRI_2019,-1.19007,30.8281,4.34875,2.09605,13.3742,16.0649,2.41751,116688000000.0,12884.7,587.295,0.017889918592377763,56.082080815787,0,0.0,B+,B+,BB,CRI,2019,0.0,0,14.0,1,-0.2638608049598786,0.41992944760961987
CRI_2020,-4.043447333333334,53.50118666666666,3.8869093333333335,5.82717754,13.536246666666667,11.641386666666667,4.074246266666666,72820520000.0,9389.922666666667,532.5862666666667,0.020820571745232656,66.929939812545,0,0.0,B,B,BB-,CRI,2020,0.0,0,15.0,1,-0.5581809236746645,0.5261429967817305
CRI_2021,-4.043447333333334,53.50118666666666,3.8869093333333335,5.82717754,13.536246666666667,11.641386666666667,4.074246266666666,72820520000.0,9389.922666666667,532.5862666666667,0.020820571745232656,67.743253559312,0,0.0,B,B,BB-,CRI,2021,0.0,0,15.0,1,-0.5924771987957315,0.5742709215594497
CUW_2011,-30.016,35.303329616666666,5.303446450000001,2.33253,16.756526669114375,8.576916961722295,0.508457,3959520000.0,19426.3,1.79,0.0,44.94051543098779,0,0.0,A-,A-,A-,CUW,2011,0.0,0,7.0,0,-0.6211620374799554,0.8763377117221338
CUW_2012,-29.7078,41.1588858,5.131026737068966,3.18399,16.77763492612372,8.648076384619493,-0.348951,3818320000.0,19809.8,1.79,0.0,46.701073532276645,0,0.0,A-,A-,A-,CUW,2012,0.0,0,7.0,0,-0.6760070541148602,1.0622059802464292
CUW_2013,-25.1893,43.78218693548387,5.016063116949153,1.33232,16.710827029051988,8.627435947968547,-0.635697,3818140000.0,19721.3,1.79,0.0,48.788575368837556,0,0.0,A-,A-,A-,CUW,2013,0.0,0,7.0,0,-0.47479291158808856,1.097187058573393
CUW_2014,-16.5331,45.14892904761904,4.890181798319328,1.49874,16.77721287121212,8.516764941532466,-0.637397,3796030000.0,19623.0,1.79,0.0,51.00657164756608,0,0.0,A-,A-,A-,CUW,2014,0.0,0,7.0,0,-0.14242874148488652,0.9748273423541569
CUW_2015,-16.9787,44.76772015384615,5.324407860330579,-0.476542,16.569269151190475,8.811411000165817,0.458152,3797470000.0,19361.8,1.79,0.0,54.62934313633909,0,0.0,A-,A-,A-,CUW,2015,0.0,0,7.0,0,-0.1940024923105255,0.970254085412907
CUW_2016,-19.3488,42.258058030303026,5.790322821857923,-0.047208,16.649725761517832,9.006543327457763,-1.06771,3775990000.0,18944.1,1.79,0.0,56.68592985948937,0,0.0,A-,A-,A-,CUW,2016,0.0,0,7.0,0,-0.34420076315551784,1.1954414265305784
CUW_2017,-22.4081,40.178688880597015,5.613808390243903,1.58559,16.58983464942344,8.84019488691499,-1.27621,3895740000.0,18938.2,1.79,0.0,56.33399720731335,0,0.0,A-,A-,A-,CUW,2017,0.0,0,7.0,0,-0.5367741022511138,1.276651720650751
CUW_2018,-26.6789,40.661991691176475,5.197713652977668,2.58369,16.592979145413654,9.036400246098598,-2.10411,3923340000.0,19119.1,1.79,0.0,55.447899842301524,0,0.0,A-,A-,A-,CUW,2018,0.0,0,7.0,0,-0.7713993192292676,1.496701394142604
CUW_2019,-17.8688,38.94120595454545,5.361893727097902,2.62221,16.601402536323096,9.16550372832631,-3.20613,3998530000.0,19220.7,1.79,0.0,56.3950898030401,0,0.0,BBB+,BBB+,BBB+,CUW,2019,0.0,0,8.0,0,-0.40923697116274105,1.422643357531479
CUW_2020,-22.747722222222222,39.37351539232988,5.284119074171532,1.6239244444444445,16.772312493282236,8.793930731929594,-0.9232884444444444,3864786666.6666665,19351.588888888888,1.79,0.0,67.9525339112443,0,0.0,BBB-,BBB-,BBB-,CUW,2020,0.0,0,10.0,0,-0.6935526892737824,1.5628941938616483
CUW_2021,-22.747722222222222,39.37351539232988,5.284119074171532,1.6239244444444445,16.772312493282236,8.793930731929594,-0.9232884444444444,3864786666.6666665,19351.588888888888,1.79,0.0,67.04146260857209,0,0.0,BBB-,BBB-,BBB-,CUW,2021,0.0,0,10.0,0,-0.7175654619734881,1.5844724361810725
CYP_2005,-5.26683,47.335197216533466,4.94748,2.56016,39.5857,8.23757,4.853,20504200000.0,24959.3,0.464071,-0.009667072840220059,97.851899827288,0,0.0,A,A,AA,CYP,2005,0.0,0,6.0,0,1.0948283032091863,2.2608146114404275
CYP_2006,-6.36795,41.63701628477905,5.85443,2.30469,41.5393,7.70982,4.71383,22540400000.0,26729.3,0.458916,-0.011108214044833753,91.678177011394,0,0.0,A,A,AA,CYP,2006,0.0,0,6.0,0,1.1989069673320139,2.2938065450648937
CYP_2007,-7.63669,42.2719449,4.80092,2.37265,48.5635,6.77978,5.09807,25230000000.0,31244.9,0.426125,-0.07145316354191189,84.880792621991,0,0.0,A,A,AAA*,CYP,2007,0.0,0,6.0,0,1.6628187907706087,2.7241335293806843
