ctry_year,CAgdp,STDebt/Res,FXimp,CPI,Taxgdp,InterestRev,RGDPyy,GDPppp,GDPpc,FX,FXchg,CG_DEBT_GDP,default_amount,default,fx_grade,lc_grade,tc_rating,country,year,default_lag1,cluster,fx_numeric,rating_binary,pca1,pca2
ABW_2019,2.49711,38.94120595454545,4.73765,4.25746,16.601402536323096,9.16550372832631,-2.23244,4270960000.0,31096.2,1.79,0.0,56.3950898030401,0,0.0,BBB+,BBB+,BBB+,ABW,2019,0.0,0,8.0,0,0.6615720858087599,0.9698108250912122
AGO_2010,8.95704,23.2113,5.41092,14.4697,16.5999,4.29776,4.39838,153909000000.0,3597.34,91.9057,0.1585501750953633,32.593691107754,2126.25,1.0,B+,B+,B+,AGO,2010,0.0,0,14.0,1,0.2870699420417669,-1.0464337618943098
AGO_2011,11.7047,22.4176,6.03056,13.4825,16.1034,1.73955,3.47205,162539000000.0,4615.91,93.9347,0.02207697672723241,26.317853830908,322.4,1.0,BB-,BB-,BB-,AGO,2011,1.0,1,13.0,1,-0.06811732038687428,-1.7729061187539477
AGO_2012,10.809,27.9065,6.61495,10.2779,14.8227,2.3214,8.54211,185178000000.0,5086.03,95.468,0.016323041431973495,23.805354162527,310.95,1.0,BB-,BB-,BB-,AGO,2012,1.0,1,13.0,1,-0.14646580159010716,-2.2462152257191907
AGO_2013,6.1547,36.0038,6.28849,8.77781,14.1848,2.10352,4.95461,197839000000.0,5057.75,96.5183,0.011001592156534068,29.473055308817,323.15,1.0,BB-,BB-,BB-,AGO,2013,1.0,1,13.0,1,-0.3525070442876687,-1.6303250852180378
AGO_2014,-2.7562,28.3364,5.14629,7.28039,13.5426,3.32654,4.82256,217022000000.0,5006.0,98.3024,0.018484577536073576,35.27418583962,312.39,1.0,BB-,BB-,BB-,AGO,2014,1.0,1,13.0,1,-0.8234629664006139,-1.2598922639913956
AGO_2015,-11.3517,25.4325,6.48205,9.35597,11.002,9.48575,0.943572,200476000000.0,3213.9,120.061,0.2213435277266882,50.385819947028,221.38,1.0,B+,B+,B+,AGO,2015,1.0,1,14.0,1,-2.2606649158077285,-0.3034238790066105
AGO_2016,-5.84742,18.6037,9.08387,30.6944,9.73251,13.7021,-2.58005,199721000000.0,1807.95,163.656,0.36310708723065765,66.670004986059,214.16,1.0,B,B,B,AGO,2016,1.0,1,15.0,1,-3.345926728715755,-0.12875862904780502
AGO_2017,-0.858822,21.2436,5.81819,29.8445,9.22378,16.5403,-0.147213,211424000000.0,2437.26,165.916,0.013809453976633801,60.492126220413,95.05,1.0,B-,B-,B-,AGO,2017,1.0,1,16.0,1,-2.3089246518209303,-0.7107153104157954
AGO_2018,9.31723,18.3754,5.41264,19.6289,9.64478,19.5764,-1.31636,229965000000.0,2538.59,252.856,0.5240000964343403,82.541361888522,75.21,1.0,B-,B-,B-,AGO,2018,1.0,1,16.0,1,-3.181156486366872,0.4371394043079011
AGO_2019,7.24618,15.8147,6.42509,17.081,10.0904,24.7807,-0.702273,243736000000.0,2189.86,364.826,0.44282121049134693,101.37284615041,65.43,1.0,B-,B-,B-,AGO,2019,1.0,1,16.0,1,-3.349842317682498,0.8102388404166131
AGO_2020,3.3374708000000006,23.73455,6.271305,16.089306999999998,12.494687,9.787401999999998,2.2387386,200180900000.0,3555.0589999999997,154.34441,0.17915177388068437,119.14541916612,14386.67,1.0,CCC+,CCC+,CCC+,AGO,2020,1.0,1,17.0,1,-2.224029433187434,0.42242502897786705
AGO_2021,3.3374708000000006,23.73455,6.271305,16.089306999999998,12.494687,9.787401999999998,2.2387386,200180900000.0,3555.0589999999997,154.34441,0.17915177388068437,74.292158835875,5006.61,1.0,CCC+,CCC+,CCC+,AGO,2021,1.0,1,17.0,1,-1.985989593327133,-0.23255743397201253
ALB_2010,-11.3659,29.251,4.85546,3.62605,17.945766666666668,10.678593333333332,3.70694,28043900000.0,4094.35,103.937,0.09432595514123787,57.710251389793,0,0.0,B+,B+,BB-,ALB,2010,0.0,0,14.0,1,-0.5086066817590643,0.3558392397355313
ALB_2011,-12.9331,44.1769,4.23201,3.42912,18.022,12.9861,2.54541,29655500000.0,4437.14,100.896,-0.02925810827712938,59.399812751432,0,0.0,B+,B+,BB-,ALB,2011,0.0,0,14.0,1,-0.40709375314145124,0.6451226984923483
ALB_2012,-10.2002,56.5374,5.04393,2.03159,17.4832,13.181,1.41724,30530400000.0,4247.63,108.184,0.07223279416428796,62.119953391741,0,0.0,B+,B+,BB-,ALB,2012,0.0,0,14.0,1,-0.6258133677502407,0.9318676415761744
ALB_2013,-9.27419,62.8992,5.40303,1.93762,16.5033,14.045,1.00202,30604000000.0,4413.06,105.669,-0.02324743030392662,65.53,1.23,1.0,B,B,BB-,ALB,2013,0.0,0,15.0,1,-0.4624583222230221,0.9107226575634583
ALB_2014,-10.7754,70.3555,4.8732,1.62587,18.3019,11.2701,1.77445,32529200000.0,4578.63,105.48,-0.0017886040371347667,70.030000111257,0,0.0,B,B,BB-,ALB,2014,1.0,1,15.0,1,-1.481202018040103,0.7501045305504475
ALB_2015,-8.60488,57.139,7.03758,1.89617,18.5158,10.5223,2.21873,33594800000.0,3952.8,125.962,0.19417899127796745,72.670075491744,0,0.0,B,B,BB-,ALB,2015,0.0,0,15.0,1,-0.9077661962909405,1.1326784175770888
ALB_2016,-7.59083,60.1387,6.5435,1.27543,17.5902,9.71519,3.31498,34739900000.0,4124.06,124.143,-0.014440863117448188,72.38004276502,0,0.0,B+,B+,BB,ALB,2016,0.0,0,14.0,1,-0.32703396578092503,0.7477658465611795
ALB_2017,-7.54423,59.8849,6.5749,1.98666,18.8875,7.7397,3.8026,36696900000.0,4531.03,119.1,-0.04062250791426025,70.11993307458,0.6,1.0,B+,B+,BB,ALB,2017,0.0,0,14.0,1,-0.16109294660942755,0.6913118430568976
ALB_2018,-6.60766,23.492,6.37056,2.02806,18.277,8.58139,4.01935,39260300000.0,5365.49,107.989,-0.09329135180520565,67.610016110114,0,0.0,B+,B+,BB,ALB,2018,1.0,1,14.0,1,-0.9168187989782781,-0.09941028418777761
ALB_2019,-7.82065,22.5935,5.94459,1.41109,17.931,8.06656,2.06257,42219900000.0,5460.43,109.851,0.017242496920982564,65.729866356912,0.05,1.0,B+,B+,BB,ALB,2019,0.0,0,14.0,1,-0.22344430800140982,0.6320799390892998
ALB_2020,-9.271703999999998,48.64681,5.687875999999999,2.124766,17.945766666666668,10.678593333333332,2.586429,33787480000.0,4520.4619999999995,111.12110000000003,0.0175331372049371,74.299951742442,0,0.0,B+,B+,BB,ALB,2020,1.0,1,14.0,1,-1.6119817676679833,0.6752427533987239
